Date,Year,Month,Month txt,All,16-24,25-54,55-64,65+,Less than HS,High school,Some college,Bachelor's degree,Advanced degree,Women,Women 16-24,Women 25-54,Women 55-64,Women 65+,Women Less than HS,Women High school,Women Some college,Women Bachelor's degree,Women Advanced degree,Men,Men 16-24,Men 25-54,Men 55-64,Men 65+,Men Less than HS,Men High school,Men Some college,Men Bachelor's degree,Men Advanced degree,Black,Black 16-24,Black 25-54,Black 55-64,Black 65+,Black Less than HS,Black High school,Black Some college,Black Bachelor's degree,Black Advanced degree,Black Women,Black Women 16-24,Black Women 25-54,Black Women 55-64,Black Women 65+,Black Women Less than HS,Black Women High school,Black Women Some college,Black Women Bachelor's degree,Black Women Advanced degree,Black Men,Black Men 16-24,Black Men 25-54,Black Men 55-64,Black Men 65+,Black Men Less than HS,Black Men High school,Black Men Some college,Black Men Bachelor's degree,Black Men Advanced degree,Hispanic,Hispanic 16-24,Hispanic 25-54,Hispanic 55-64,Hispanic 65+,Hispanic Less than HS,Hispanic High school,Hispanic Some college,Hispanic Bachelor's degree,Hispanic Advanced degree,Hispanic Women,Hispanic Women 16-24,Hispanic Women 25-54,Hispanic Women 55-64,Hispanic Women 65+,Hispanic Women Less than HS,Hispanic Women High school,Hispanic Women Some college,Hispanic Women Bachelor's degree,Hispanic Women Advanced degree,Hispanic Men,Hispanic Men 16-24,Hispanic Men 25-54,Hispanic Men 55-64,Hispanic Men 65+,Hispanic Men Less than HS,Hispanic Men High school,Hispanic Men Some college,Hispanic Men Bachelor's degree,Hispanic Men Advanced degree,White,White 16-24,White 25-54,White 55-64,White 65+,White Less than HS,White High school,White Some college,White Bachelor's degree,White Advanced degree,White Women,White Women 16-24,White Women 25-54,White Women 55-64,White Women 65+,White Women Less than HS,White Women High school,White Women Some college,White Women Bachelor's degree,White Women Advanced degree,White Men,White Men 16-24,White Men 25-54,White Men 55-64,White Men 65+,White Men Less than HS,White Men High school,White Men Some college,White Men Bachelor's degree,White Men Advanced degree
12-Sep,2012,9,Sep,0.08,0.16,0.07,0.06,0.06,0.17,0.10,0.08,0.05,0.03,0.08,0.15,0.07,0.06,0.07,0.18,0.10,0.08,0.05,0.04,0.09,0.18,0.07,0.06,0.06,0.16,0.11,0.08,0.05,0.03,0.14,0.27,0.12,0.09,0.10,0.30,0.17,0.13,0.07,0.06,0.13,0.24,0.12,0.08,0.08,0.27,0.16,0.12,0.07,0.05,0.16,0.30,0.13,0.11,0.11,0.32,0.18,0.13,0.08,0.07,0.11,0.18,0.09,0.09,0.09,0.14,0.11,0.09,0.07,0.04,0.11,0.17,0.10,0.09,0.08,0.16,0.11,0.10,0.07,0.04,0.10,0.19,0.08,0.09,0.09,0.12,0.11,0.09,0.06,0.03,0.07,0.13,0.06,0.05,0.06,0.17,0.09,0.07,0.04,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.15,0.06,0.06,0.06,0.17,0.09,0.07,0.04,0.03
12-Aug,2012,8,Aug,0.08,0.17,0.07,0.06,0.07,0.17,0.10,0.08,0.05,0.03,0.08,0.15,0.07,0.06,0.07,0.18,0.10,0.08,0.05,0.04,0.09,0.18,0.07,0.07,0.06,0.16,0.11,0.08,0.05,0.03,0.15,0.27,0.13,0.09,0.10,0.30,0.17,0.13,0.07,0.06,0.13,0.25,0.12,0.08,0.08,0.28,0.16,0.13,0.07,0.05,0.16,0.30,0.13,0.11,0.11,0.32,0.18,0.14,0.08,0.07,0.11,0.18,0.09,0.09,0.09,0.14,0.11,0.10,0.07,0.04,0.11,0.17,0.10,0.09,0.08,0.16,0.11,0.10,0.07,0.05,0.11,0.19,0.09,0.10,0.09,0.12,0.11,0.10,0.06,0.04,0.07,0.14,0.06,0.05,0.06,0.17,0.09,0.07,0.04,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.15,0.06,0.06,0.06,0.17,0.09,0.07,0.04,0.03
12-Jul,2012,7,Jul,0.08,0.17,0.07,0.06,0.07,0.17,0.10,0.08,0.05,0.03,0.08,0.15,0.07,0.06,0.07,0.18,0.10,0.08,0.05,0.04,0.09,0.18,0.07,0.07,0.06,0.16,0.11,0.08,0.05,0.03,0.15,0.28,0.13,0.09,0.09,0.31,0.17,0.13,0.07,0.06,0.13,0.25,0.12,0.08,0.08,0.29,0.16,0.13,0.07,0.05,0.16,0.31,0.14,0.11,0.11,0.32,0.18,0.14,0.08,0.07,0.11,0.18,0.09,0.09,0.09,0.14,0.11,0.10,0.07,0.04,0.11,0.17,0.10,0.09,0.08,0.17,0.11,0.10,0.07,0.04,0.11,0.19,0.09,0.10,0.10,0.12,0.12,0.10,0.07,0.04,0.07,0.14,0.06,0.05,0.06,0.17,0.09,0.07,0.04,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.15,0.06,0.06,0.06,0.17,0.09,0.07,0.04,0.03
12-Jun,2012,6,Jun,0.09,0.17,0.08,0.06,0.07,0.17,0.10,0.08,0.05,0.03,0.08,0.15,0.07,0.06,0.07,0.18,0.10,0.08,0.05,0.04,0.09,0.18,0.08,0.07,0.06,0.16,0.11,0.08,0.05,0.03,0.15,0.28,0.13,0.09,0.09,0.31,0.17,0.14,0.07,0.06,0.14,0.26,0.12,0.08,0.08,0.29,0.16,0.13,0.06,0.05,0.16,0.30,0.14,0.12,0.10,0.32,0.18,0.14,0.08,0.06,0.11,0.19,0.09,0.09,0.08,0.14,0.11,0.10,0.07,0.04,0.11,0.18,0.10,0.09,0.07,0.17,0.11,0.10,0.07,0.04,0.11,0.19,0.09,0.10,0.10,0.12,0.12,0.10,0.07,0.04,0.07,0.14,0.06,0.06,0.06,0.17,0.09,0.07,0.04,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.15,0.06,0.06,0.06,0.18,0.09,0.07,0.04,0.03
12-May,2012,5,May,0.09,0.17,0.08,0.06,0.06,0.17,0.11,0.08,0.05,0.03,0.08,0.15,0.08,0.06,0.07,0.19,0.10,0.09,0.05,0.04,0.09,0.18,0.08,0.07,0.06,0.16,0.11,0.08,0.05,0.03,0.15,0.28,0.13,0.09,0.09,0.31,0.17,0.14,0.07,0.06,0.14,0.26,0.12,0.07,0.08,0.30,0.16,0.13,0.06,0.06,0.17,0.31,0.14,0.12,0.09,0.32,0.19,0.15,0.08,0.07,0.11,0.19,0.09,0.10,0.09,0.14,0.12,0.10,0.07,0.04,0.11,0.18,0.10,0.09,0.07,0.17,0.11,0.10,0.07,0.04,0.11,0.19,0.09,0.10,0.10,0.12,0.12,0.09,0.07,0.03,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.04,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.15,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03
12-Apr,2012,4,Apr,0.09,0.17,0.08,0.06,0.06,0.17,0.11,0.08,0.05,0.03,0.08,0.15,0.08,0.06,0.07,0.19,0.10,0.09,0.05,0.04,0.09,0.18,0.08,0.07,0.06,0.16,0.11,0.08,0.05,0.03,0.15,0.28,0.14,0.09,0.09,0.31,0.18,0.14,0.07,0.06,0.14,0.26,0.13,0.08,0.08,0.30,0.16,0.13,0.07,0.06,0.17,0.31,0.15,0.12,0.09,0.32,0.19,0.15,0.08,0.06,0.11,0.19,0.10,0.10,0.08,0.14,0.12,0.10,0.07,0.04,0.12,0.18,0.10,0.09,0.07,0.17,0.11,0.10,0.07,0.04,0.11,0.19,0.09,0.10,0.09,0.12,0.12,0.09,0.07,0.03,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.15,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03
12-Mar,2012,3,Mar,0.09,0.17,0.08,0.07,0.06,0.18,0.11,0.08,0.05,0.03,0.08,0.15,0.08,0.06,0.07,0.19,0.10,0.09,0.05,0.04,0.09,0.18,0.08,0.07,0.06,0.17,0.11,0.08,0.05,0.03,0.15,0.29,0.14,0.09,0.09,0.31,0.18,0.14,0.08,0.06,0.14,0.26,0.13,0.07,0.08,0.30,0.16,0.13,0.07,0.06,0.17,0.31,0.15,0.12,0.09,0.32,0.19,0.15,0.08,0.06,0.11,0.19,0.10,0.10,0.08,0.14,0.12,0.10,0.07,0.04,0.12,0.18,0.11,0.09,0.07,0.17,0.12,0.10,0.07,0.05,0.11,0.19,0.09,0.10,0.10,0.13,0.12,0.09,0.07,0.03,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.07,0.12,0.06,0.05,0.07,0.17,0.08,0.07,0.04,0.03,0.07,0.16,0.07,0.06,0.06,0.18,0.10,0.07,0.05,0.03
12-Feb,2012,2,Feb,0.09,0.17,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.03,0.08,0.15,0.08,0.06,0.07,0.19,0.10,0.08,0.05,0.04,0.09,0.19,0.08,0.07,0.06,0.17,0.12,0.09,0.05,0.03,0.16,0.29,0.14,0.09,0.08,0.32,0.18,0.14,0.08,0.06,0.14,0.26,0.13,0.07,0.08,0.31,0.16,0.13,0.07,0.06,0.17,0.31,0.15,0.12,0.09,0.33,0.20,0.15,0.09,0.06,0.11,0.19,0.10,0.10,0.09,0.14,0.12,0.10,0.07,0.04,0.12,0.19,0.11,0.09,0.07,0.17,0.12,0.11,0.07,0.05,0.11,0.19,0.09,0.10,0.10,0.13,0.12,0.10,0.07,0.03,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.07,0.12,0.06,0.05,0.06,0.17,0.08,0.07,0.05,0.03,0.08,0.16,0.07,0.06,0.06,0.18,0.10,0.07,0.05,0.03
12-Jan,2012,1,Jan,0.09,0.17,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.03,0.08,0.16,0.08,0.06,0.07,0.19,0.10,0.08,0.05,0.04,0.09,0.19,0.08,0.07,0.07,0.17,0.12,0.09,0.05,0.03,0.16,0.29,0.14,0.10,0.08,0.32,0.18,0.14,0.08,0.06,0.14,0.27,0.13,0.07,0.08,0.31,0.16,0.13,0.07,0.06,0.18,0.31,0.16,0.12,0.08,0.33,0.20,0.16,0.09,0.06,0.11,0.19,0.10,0.10,0.09,0.14,0.12,0.10,0.07,0.04,0.12,0.19,0.11,0.09,0.07,0.17,0.12,0.10,0.07,0.04,0.11,0.19,0.09,0.10,0.10,0.13,0.12,0.10,0.07,0.03,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.07,0.12,0.06,0.05,0.06,0.18,0.08,0.07,0.05,0.03,0.08,0.16,0.07,0.06,0.06,0.18,0.10,0.07,0.05,0.03
11-Dec,2011,12,Dec,0.09,0.17,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.03,0.09,0.16,0.08,0.06,0.07,0.19,0.10,0.09,0.05,0.03,0.09,0.19,0.08,0.07,0.07,0.17,0.12,0.09,0.05,0.03,0.16,0.29,0.14,0.10,0.09,0.32,0.18,0.14,0.08,0.06,0.14,0.27,0.13,0.07,0.09,0.31,0.16,0.13,0.07,0.06,0.18,0.32,0.16,0.13,0.09,0.33,0.20,0.16,0.09,0.06,0.12,0.19,0.10,0.10,0.09,0.14,0.12,0.10,0.07,0.04,0.12,0.19,0.11,0.09,0.08,0.17,0.12,0.11,0.07,0.04,0.11,0.20,0.09,0.10,0.10,0.13,0.12,0.10,0.07,0.04,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.07,0.12,0.06,0.06,0.06,0.18,0.08,0.07,0.04,0.03,0.08,0.16,0.07,0.06,0.06,0.18,0.10,0.07,0.05,0.03
11-Nov,2011,11,Nov,0.09,0.17,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.03,0.09,0.16,0.08,0.06,0.07,0.19,0.10,0.08,0.05,0.03,0.10,0.19,0.08,0.07,0.07,0.17,0.12,0.09,0.05,0.03,0.16,0.29,0.14,0.10,0.09,0.32,0.18,0.14,0.08,0.06,0.14,0.27,0.13,0.07,0.09,0.31,0.16,0.13,0.08,0.06,0.18,0.31,0.16,0.13,0.09,0.33,0.20,0.16,0.09,0.06,0.12,0.20,0.10,0.10,0.10,0.14,0.13,0.10,0.07,0.04,0.12,0.19,0.11,0.09,0.08,0.17,0.12,0.11,0.07,0.04,0.12,0.20,0.10,0.10,0.10,0.13,0.13,0.10,0.07,0.04,0.07,0.14,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.08,0.07,0.05,0.03,0.08,0.16,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03
11-Oct,2011,10,Oct,0.09,0.18,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.03,0.09,0.16,0.08,0.06,0.07,0.19,0.10,0.08,0.05,0.03,0.10,0.19,0.08,0.07,0.07,0.18,0.12,0.09,0.05,0.03,0.16,0.29,0.14,0.10,0.09,0.32,0.18,0.14,0.09,0.06,0.14,0.27,0.13,0.07,0.09,0.31,0.16,0.13,0.08,0.06,0.18,0.31,0.16,0.13,0.09,0.33,0.20,0.16,0.10,0.06,0.12,0.20,0.10,0.10,0.09,0.15,0.13,0.10,0.07,0.04,0.12,0.20,0.11,0.09,0.09,0.17,0.13,0.11,0.07,0.04,0.12,0.20,0.10,0.10,0.10,0.14,0.13,0.10,0.07,0.04,0.07,0.15,0.07,0.06,0.06,0.18,0.10,0.07,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.16,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03
11-Sep,2011,9,Sep,0.09,0.18,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.03,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.19,0.09,0.07,0.07,0.18,0.12,0.09,0.06,0.03,0.16,0.29,0.14,0.10,0.09,0.32,0.18,0.14,0.09,0.06,0.14,0.27,0.13,0.07,0.08,0.32,0.16,0.13,0.08,0.06,0.18,0.31,0.16,0.12,0.09,0.33,0.20,0.15,0.10,0.06,0.12,0.20,0.10,0.10,0.09,0.15,0.13,0.10,0.07,0.04,0.12,0.20,0.11,0.09,0.09,0.17,0.13,0.11,0.08,0.04,0.12,0.20,0.10,0.10,0.09,0.14,0.13,0.10,0.07,0.04,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.07,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.17,0.07,0.07,0.06,0.19,0.10,0.08,0.05,0.03
11-Aug,2011,8,Aug,0.09,0.18,0.08,0.07,0.07,0.19,0.11,0.09,0.05,0.03,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.19,0.09,0.08,0.07,0.18,0.12,0.09,0.06,0.03,0.16,0.29,0.14,0.10,0.08,0.33,0.18,0.14,0.09,0.06,0.14,0.27,0.13,0.07,0.08,0.31,0.16,0.13,0.08,0.06,0.18,0.32,0.16,0.12,0.09,0.34,0.20,0.16,0.10,0.06,0.12,0.20,0.10,0.10,0.09,0.15,0.13,0.10,0.07,0.04,0.12,0.20,0.11,0.09,0.09,0.17,0.12,0.11,0.08,0.04,0.12,0.20,0.10,0.10,0.09,0.14,0.13,0.10,0.07,0.04,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.07,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.17,0.07,0.07,0.06,0.19,0.10,0.08,0.05,0.03
11-Jul,2011,7,Jul,0.09,0.18,0.08,0.07,0.07,0.19,0.11,0.09,0.05,0.03,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.19,0.09,0.08,0.07,0.18,0.12,0.09,0.06,0.03,0.16,0.29,0.14,0.10,0.08,0.32,0.18,0.14,0.09,0.06,0.14,0.27,0.13,0.07,0.07,0.30,0.16,0.13,0.08,0.06,0.18,0.32,0.16,0.13,0.10,0.33,0.20,0.15,0.10,0.06,0.12,0.20,0.10,0.10,0.10,0.15,0.13,0.11,0.07,0.04,0.12,0.20,0.11,0.09,0.09,0.18,0.13,0.11,0.08,0.04,0.12,0.21,0.10,0.11,0.10,0.14,0.13,0.10,0.07,0.05,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.17,0.07,0.07,0.06,0.19,0.10,0.08,0.05,0.03
11-Jun,2011,6,Jun,0.09,0.18,0.08,0.07,0.07,0.18,0.11,0.09,0.05,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.20,0.09,0.08,0.07,0.18,0.12,0.09,0.06,0.03,0.16,0.29,0.14,0.10,0.09,0.32,0.18,0.14,0.09,0.06,0.14,0.27,0.13,0.07,0.07,0.30,0.16,0.13,0.08,0.06,0.18,0.32,0.16,0.12,0.10,0.33,0.20,0.15,0.10,0.06,0.12,0.21,0.11,0.10,0.10,0.15,0.13,0.11,0.07,0.05,0.12,0.20,0.11,0.09,0.10,0.17,0.13,0.11,0.08,0.04,0.12,0.21,0.10,0.11,0.10,0.14,0.13,0.11,0.07,0.05,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.17,0.07,0.07,0.06,0.19,0.11,0.08,0.05,0.03
11-May,2011,5,May,0.09,0.18,0.08,0.07,0.07,0.18,0.12,0.09,0.05,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.20,0.09,0.08,0.07,0.18,0.12,0.09,0.06,0.03,0.16,0.29,0.14,0.10,0.09,0.31,0.18,0.14,0.09,0.06,0.14,0.26,0.13,0.07,0.07,0.29,0.15,0.13,0.08,0.06,0.18,0.33,0.16,0.12,0.10,0.33,0.21,0.15,0.11,0.06,0.12,0.21,0.11,0.10,0.09,0.15,0.13,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.09,0.17,0.13,0.11,0.07,0.04,0.12,0.21,0.10,0.11,0.09,0.14,0.13,0.11,0.07,0.05,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.17,0.07,0.07,0.06,0.19,0.11,0.08,0.05,0.03
11-Apr,2011,4,Apr,0.09,0.18,0.08,0.07,0.07,0.18,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.20,0.09,0.08,0.07,0.18,0.13,0.09,0.06,0.03,0.16,0.29,0.14,0.10,0.09,0.31,0.18,0.14,0.09,0.06,0.14,0.26,0.12,0.07,0.07,0.29,0.16,0.13,0.08,0.06,0.18,0.32,0.16,0.13,0.10,0.33,0.21,0.15,0.11,0.06,0.12,0.21,0.11,0.10,0.09,0.15,0.13,0.11,0.07,0.05,0.12,0.20,0.11,0.10,0.09,0.17,0.13,0.10,0.08,0.04,0.12,0.21,0.11,0.11,0.09,0.14,0.14,0.11,0.07,0.05,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.08,0.17,0.07,0.07,0.06,0.20,0.11,0.08,0.05,0.03
11-Mar,2011,3,Mar,0.09,0.18,0.08,0.07,0.07,0.18,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.20,0.09,0.08,0.07,0.18,0.13,0.10,0.06,0.03,0.16,0.29,0.14,0.10,0.09,0.31,0.18,0.14,0.09,0.06,0.14,0.26,0.12,0.07,0.08,0.28,0.16,0.13,0.08,0.06,0.18,0.32,0.16,0.13,0.10,0.33,0.21,0.15,0.11,0.06,0.12,0.21,0.11,0.10,0.09,0.15,0.13,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.09,0.17,0.13,0.10,0.08,0.04,0.12,0.22,0.11,0.11,0.09,0.14,0.14,0.11,0.07,0.05,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.09,0.17,0.07,0.07,0.06,0.20,0.11,0.08,0.05,0.03
11-Feb,2011,2,Feb,0.10,0.18,0.08,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.11,0.08,0.05,0.04,0.10,0.20,0.09,0.08,0.07,0.18,0.13,0.10,0.06,0.03,0.16,0.29,0.14,0.10,0.09,0.30,0.18,0.14,0.10,0.06,0.14,0.26,0.12,0.07,0.08,0.28,0.16,0.13,0.08,0.06,0.18,0.33,0.16,0.12,0.11,0.32,0.21,0.15,0.11,0.06,0.12,0.21,0.11,0.10,0.09,0.15,0.13,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.09,0.17,0.13,0.11,0.08,0.04,0.12,0.22,0.11,0.11,0.09,0.14,0.14,0.11,0.07,0.05,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.20,0.11,0.09,0.05,0.03
11-Jan,2011,1,Jan,0.10,0.18,0.09,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.10,0.21,0.09,0.08,0.07,0.19,0.13,0.10,0.06,0.03,0.16,0.30,0.14,0.10,0.10,0.30,0.18,0.14,0.10,0.06,0.14,0.27,0.12,0.08,0.08,0.28,0.16,0.13,0.08,0.06,0.18,0.33,0.16,0.12,0.11,0.32,0.21,0.15,0.12,0.06,0.12,0.21,0.11,0.10,0.09,0.15,0.13,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.10,0.17,0.13,0.11,0.08,0.04,0.13,0.22,0.11,0.11,0.09,0.15,0.14,0.11,0.07,0.04,0.08,0.15,0.07,0.07,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.20,0.11,0.09,0.05,0.03
10-Dec,2010,12,Dec,0.10,0.18,0.09,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.11,0.21,0.09,0.08,0.07,0.19,0.13,0.10,0.06,0.03,0.16,0.30,0.14,0.10,0.09,0.31,0.19,0.14,0.10,0.06,0.14,0.26,0.12,0.08,0.08,0.28,0.16,0.13,0.08,0.06,0.18,0.33,0.16,0.12,0.11,0.33,0.21,0.15,0.12,0.06,0.13,0.21,0.11,0.10,0.10,0.16,0.14,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.10,0.17,0.13,0.11,0.08,0.04,0.13,0.22,0.11,0.11,0.09,0.15,0.14,0.11,0.07,0.04,0.08,0.15,0.07,0.06,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.17,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.20,0.12,0.09,0.05,0.03
10-Nov,2010,11,Nov,0.10,0.19,0.09,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.11,0.21,0.09,0.08,0.07,0.19,0.13,0.10,0.06,0.03,0.16,0.30,0.14,0.10,0.10,0.31,0.19,0.14,0.10,0.06,0.14,0.27,0.12,0.08,0.09,0.28,0.16,0.13,0.08,0.05,0.19,0.34,0.16,0.13,0.12,0.33,0.21,0.15,0.11,0.06,0.13,0.22,0.11,0.10,0.09,0.16,0.14,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.09,0.17,0.13,0.11,0.07,0.04,0.13,0.23,0.11,0.10,0.09,0.15,0.14,0.11,0.07,0.04,0.08,0.15,0.07,0.07,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.12,0.06,0.06,0.06,0.17,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.21,0.12,0.09,0.05,0.03
10-Oct,2010,10,Oct,0.10,0.19,0.09,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.11,0.21,0.09,0.08,0.07,0.19,0.13,0.10,0.06,0.03,0.16,0.30,0.14,0.10,0.10,0.31,0.19,0.14,0.09,0.05,0.14,0.27,0.12,0.07,0.08,0.28,0.16,0.13,0.08,0.05,0.19,0.34,0.16,0.13,0.11,0.34,0.22,0.15,0.11,0.06,0.12,0.22,0.11,0.10,0.09,0.16,0.14,0.11,0.07,0.04,0.12,0.20,0.11,0.10,0.09,0.17,0.13,0.10,0.07,0.04,0.13,0.23,0.11,0.10,0.09,0.15,0.14,0.11,0.06,0.04,0.08,0.15,0.07,0.07,0.06,0.19,0.10,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.20,0.12,0.09,0.05,0.03
10-Sep,2010,9,Sep,0.10,0.19,0.09,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.19,0.10,0.08,0.05,0.04,0.11,0.21,0.10,0.08,0.07,0.19,0.14,0.10,0.06,0.03,0.16,0.30,0.14,0.10,0.10,0.31,0.19,0.14,0.09,0.05,0.14,0.26,0.12,0.08,0.09,0.27,0.16,0.13,0.08,0.05,0.19,0.35,0.16,0.13,0.11,0.33,0.22,0.16,0.10,0.06,0.13,0.22,0.11,0.10,0.09,0.16,0.14,0.11,0.07,0.04,0.12,0.20,0.11,0.09,0.09,0.17,0.13,0.10,0.07,0.04,0.13,0.23,0.11,0.10,0.09,0.15,0.14,0.11,0.06,0.04,0.08,0.15,0.07,0.07,0.06,0.19,0.11,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.20,0.12,0.09,0.05,0.03
10-Aug,2010,8,Aug,0.10,0.19,0.09,0.07,0.07,0.19,0.12,0.09,0.06,0.04,0.09,0.16,0.08,0.06,0.06,0.18,0.10,0.08,0.06,0.04,0.11,0.21,0.10,0.08,0.07,0.19,0.14,0.10,0.06,0.03,0.16,0.30,0.14,0.10,0.10,0.30,0.19,0.14,0.09,0.05,0.14,0.26,0.12,0.07,0.09,0.27,0.16,0.13,0.08,0.05,0.19,0.34,0.16,0.12,0.12,0.33,0.22,0.16,0.10,0.06,0.13,0.22,0.11,0.10,0.09,0.16,0.14,0.11,0.07,0.04,0.12,0.20,0.11,0.09,0.08,0.17,0.13,0.10,0.07,0.03,0.13,0.23,0.11,0.11,0.09,0.15,0.14,0.11,0.07,0.04,0.08,0.15,0.07,0.06,0.06,0.19,0.11,0.08,0.05,0.03,0.07,0.13,0.06,0.06,0.06,0.18,0.09,0.07,0.05,0.03,0.09,0.18,0.08,0.07,0.06,0.20,0.12,0.09,0.05,0.03
